NAICS6,weight
441110,0.004541025375595964
441120,0.004541025375595964
441210,0.004541025375595964
441222,0.004541025375595964
441227,0.004694376291677264
441330,0.004694376291677264
441340,0.004694376291677264
444110,6.285510251546552e-05
444120,6.285510251546552e-05
444140,0.00021620601859677664
444180,0.00021620601859677664
444230,0.00021620601859677664
444240,0.00021620601859677664
445110,0.008432663642865042
445131,0.008586014558946342
445132,0.00015335091608129973
445230,0.008432663642865042
445240,0.008586014558946342
445250,0.008586014558946342
445291,0.008432663642865042
445292,0.008432663642865042
445298,0.008586014558946342
445320,0.008586014558946342
449110,0.00015335091608129973
449121,0.00015335091608129973
449122,0.00015335091608129973
449129,0.00015335091608129973
449210,0.00015335091608129973
455110,0.00015335091608129973
455211,0.00015335091608129973
455219,0.00015335091608129973
456110,0.0003383653557269038
456120,0.0003383653557269038
456130,0.0003383653557269038
456191,0.0003383653557269038
456199,0.0003383653557269038
457110,0.0009981065069009148
457120,0.0009981065069009148
457210,0.00015335091608129973
458110,0.0003962185488584298
458210,0.0003962185488584298
458310,0.0003962185488584298
458320,0.0003962185488584298
459110,0.00015335091608129973
459120,0.00015335091608129973
459130,0.00015335091608129973
459140,0.00015335091608129973
459210,0.00015335091608129973
459310,0.00015335091608129973
459410,0.00015335091608129973
459420,0.00015335091608129973
459510,0.00015335091608129973
459910,0.00015335091608129973
459920,0.00015335091608129973
459991,0.00015335091608129973
459999,0.00015335091608129973
493110,0.007482849792863626
493120,0.007482849792863626
493130,0.007482849792863626
493190,0.007482849792863626
521110,0.0025142742979221045
522110,0.0025142742979221045
522130,0.0025142742979221045
522180,0.0025142742979221045
522210,0.001632662408415431
522220,0.001632662408415431
522291,0.001632662408415431
522292,0.001632662408415431
522299,0.001632662408415431
522310,0.001632662408415431
522320,0.001632662408415431
522390,0.001632662408415431
523150,0.0017163191623799263
523160,0.0017163191623799263
523210,0.0017163191623799263
523910,0.0030638462443514348
523940,0.0030638462443514348
523991,0.0030638462443514348
523999,0.0030638462443514348
524113,0.0015207211146295852
524114,0.002474714252042854
524126,0.002474714252042854
524127,0.002474714252042854
524128,0.002474714252042854
524130,0.002474714252042854
524210,0.0005391789120909525
524291,0.0005391789120909525
524292,0.0005391789120909525
524298,0.0005391789120909525
525110,0.0007884475432959946
525120,0.0007884475432959946
525190,0.0007884475432959946
525910,0.0007884475432959946
525920,0.0007884475432959946
525990,0.0007884475432959946
541110,0.0029606652529261496
541120,0.0029606652529261496
541191,0.0029606652529261496
541199,0.0029606652529261496
541211,0.0017488767369289479
541213,0.0017488767369289479
541214,0.0017488767369289479
541219,0.0017488767369289479
541310,0.0016771332205921749
541320,0.0016771332205921749
541330,0.0016771332205921749
541340,0.0016771332205921749
541350,0.0016771332205921749
541360,0.0016771332205921749
541370,0.0016771332205921749
541380,0.0016771332205921749
541410,0.0004271580527812715
541420,0.0004271580527812715
541430,0.0004271580527812715
541490,0.0004271580527812715
541511,0.014181235276967971
541512,0.008691327480483738
541513,0.001248601507583125
541519,0.001248601507583125
541611,0.0021718711833924776
541612,0.0021718711833924776
541613,0.0021718711833924776
541614,0.0021718711833924776
541618,0.0021718711833924776
541620,0.0014752130093656775
541690,0.0014752130093656775
541713,0.004778740758471311
541714,0.004778740758471311
541715,0.004778740758471311
541720,0.004778740758471311
541810,0.0006649531391655437
541820,0.0006649531391655437
541830,0.0006649531391655437
